nodeLatitude,nodeLongitude,velocityEast,velocityNorth,velocityUp
57.75,-159.5,-0.02077,-0.00667,0.0
58.0,-159.5,-0.02121,-0.00612,0.0
58.25,-159.5,-0.02174,-0.00563,0.0
58.5,-159.5,-0.02227,-0.00512,0.0
58.75,-159.5,-0.0228,-0.00461,0.0
59.0,-159.5,-0.02331,-0.00412,0.0
59.25,-159.5,-0.0238,-0.00384,0.0
59.5,-159.5,-0.02427,-0.00357,0.0
59.75,-159.5,-0.0247,-0.00333,0.0
60.0,-159.5,-0.02512,-0.00312,0.0
60.25,-159.5,-0.02545,-0.00307,0.0
60.5,-159.5,-0.02575,-0.00303,0.0
60.75,-159.5,-0.02603,-0.00301,0.0
61.0,-159.5,-0.0263,-0.00301,0.0
61.25,-159.5,-0.02648,-0.00312,0.0
61.5,-159.5,-0.02664,-0.00325,0.0
61.75,-159.5,-0.02679,-0.00338,0.0
62.0,-159.5,-0.02693,-0.00352,0.0
62.25,-159.5,-0.02205,-0.00261,0.0
62.5,-159.5,-0.02209,-0.00285,0.0
62.75,-159.5,-0.02213,-0.00309,0.0
63.0,-159.5,-0.02216,-0.00333,0.0
63.25,-159.5,-0.02212,-0.00356,0.0
